text,sentiment,film_id
noc býva najtemnejšia pred úsvitom ten pocit keď ťa vo filme odzadu objíma heath ledger a o pár rokov nesk r podobným sp sobom objíma tvoju sestru v temnom rytierovi dávam len pretože jednotka sa mi predsa len páčila viac hoci paradoxnetemný rytierje kvalitnejší a vyladenejší a pojednáva o vážnejších veciach sequel je zbytočne dlhý čo mu umožňuje načo je to ale dobré odvádzať divákovu pozornosť od hlavnej dejovej línie príbeh dvoch trajektov a pekná ale neve mi d ležitá hongkonská odbočka k danému svedkovi sa určite dalo dostať aj inak na strane druhej to batmanovi umožňuje cestovať po celom svete čo v komiksoch na rozdiel od filmov robí bežne kým na takéto blbosti si nolan našiel čas na d ležité veci nie niektoré k účové okamihy ostávajú nedokončené korupcia v gordonovom zbore konce záporných postáv maroni lau atď akčné scény sú priemerné sonarová akcia v mrakodrape je nato ko nezrozumite ná že som ju poriadne nepochopil ani po troch reprízach dosť to ale vylepšuje prepad policajnej kolóny škrabance na hladkom povrchu vytvára aj ve a čudných náhod čo by sa stalo ak by v zeň ovládač hodil tak nešikovne že by sa mu ho nepodarilo vyhodiť do rieky mne by sa to určite stalo nolan sa nebojí likvidovať postavy aké sa v bežnom hollywoodskom filme nelikvidujú faktom je žetemný rytierje vynikajúci komiksový ve kofilm s myšlienkou nebojí sa polemizovať o dobre zle a veciach medzi tým ponúka sériu kultových scén ceruzka a tvrdých hlášok prečo si taký vážny ten to už asi nerozchodí strhujúcim vrcholom je mrazivý magor joker nepredívate ného heatha ledgera a jeho desivé monológy ktorými sa nám pokúša ozrejmiť svoj zrod v tomto smere sa nolan inšpiroval kultovýmkameňákom kde joker tiež povie o svojom p vode a následne to spochybní s tým že možno to celé nakoniec bolo inak zkameňákusi nolan berie inšpiráciu aj čo sa týka komplikovaného vzťahu batman joker aj v jeho filme sa obaja muži navzájom potrebujú nejedná sa o klasických nepriate ov okremkameňákusa nolan inšpiroval tiež skvelou noirovkoudlhý halloweenpojednávajúcou nielen o vojne batmana s mafiou ale tiež o zrode two facea režisér stvoril množstvo pozoruhodných momentov joker odchádzajúci z nemocnice alfrédove spomienky na vojnu o tom že niektorí pošukovia nemajú logické motívy ale proste len chcú vidieť svet v plameňoch mimochodom všimli ste si že je tu ukrytá minimálne jedna scéna v ktorej je joker bez mejkapu osobne si myslím že dve hoc údajne panuje názor že to z reštaurácie nie je joker ale normálny vlasatý chlapík na večeri s priate kou manželkou kamarátkou prečo ty m žeš a my nie aký je medzi nami rozdiel ja nepoužívam hokejové chrániče kino považan nmnv,positive,223734
tak se mě tuhle někdo ptal jestli jsem viděl crash road a kolik jsem tomu dal řekl jsem že hvězdu za co proboha za scény s nevěstou lucií pernetovou na agátu nejsem nijak alergický nechytám se za hlavu při každé zmínce o ní a ani kopřivku nedostávám ale tohle se nepovedlo vážně ne chtěl jsem ještě přihodit jednu hvězdu za to že jsem cr vůbec dokoukal ale rozmyslel jsem si to,negative,220058
neměl by být oficiální distributor politicky nezaujatý tady se zdá že obsah sepisoval zarytý člen chátry dvou sedmiček každopádně je nutné si přiznat že se jedná o poměrně slabý film i když několik vtipných momentů by se našlo nejvíc mě pobavila ta malá adélka jak vyhrávala po hospodách a následná scéna s esenbákem což v mém hodnocení vytáhlo z původně zamýšlené na slabé naopak role nové spolužačky toho mladistvého kytaristy mi přišla celkem zbytečná a už vůbec se mi nelíbilo že fotr od rodiny dělal nádeníka jakémusi papaláši s vilou bazénem a saunou škoda že učíková nedostala šanci ve více filmech dle mého zde hrála velmi dobře že by rodiče po listopadu dostatečně nepoklonkovali havlérce,negative,5390
děsně slabých ty žraloci byly příšerný sice bylo pěkný že se většinou jednalo o opravdové ale to jejich otvírání huby kde pak slyšíme zpomalený zvuk tygra je fakt uděsnej jinak se jedná o klasický scénář nu image,negative,142848
jedinečný snímek který jsem poprvé viděl už někdy v polovině let jako mladý švarný junák a který mi pak dlouho unikal ovšem po letech mě o to víc oslovil i když přiznávám že velkou měrou z nostalgie když však david lynch vstoupí na půdu sci fi nemůže to dopadnout zle po sloním muži asi jediná lynchovka která se dá nějakým normálním způsobem uchopit a při které si divák nepřipadá jako totální idiot krásný film na který však musí být lynchovská nálada,positive,6250
úchylárna od a až po z lynchova pulpově dekadentní romanticko thrillerová road movie se hemží ujetými permanentně nadržená laura dern a ještě ujetějšími postavami zubatý bobby peru je jedna z nezapomenutelných rolí willema dafoe a šílenými scénami maminka s rtěnkou dafoeovo fuck me odkazy načaroděje ze země ozatd občas mistr navodí i svou typickou hororově mysteriózní atmosféru a celé to uzavře parádním happyendem stylová zvrhlá zábava ovšem asi jen pro skalní režisérovy fanoušky normální diváci tuhle brutální černohumornou jízdu v níž je možné takřka vše budou asi jen těžko rozdýchávat,positive,6261
dalo se na to dívat nesouhlasím s hodnocením většiny žádný propracovaný scénář tam nebyl žádní známí herci prostě moc jednoduché přesto to beru zase z té strany že sem se nenudil pořád akce mé bídné hodnocení vychází na,negative,10780
jedna hvězdička za konec scénář katastrofa jednovýrazoví herci katastrofa scény v podobě roztrhaných prostěradel au,negative,240590
po zhlédnutí konce vás tenhle film určitě dostane život a jeho obětování pro druhé clint eastwood umí dělat poctivé filmy a hlavně napěťové bezchybná režie a skvěle zakomponovaný příběh jsou tím co clint dokázal pozvednout k dokonalosti to že na malém trávníku vybudoval tak silný příběh charakter plný naštvanosti a odměřenosti nenucené vedlejší postavy dělá z tohoto muže žijící legendu gran torino nemá jen sexy název a silného řidiče za volantem brilantní konec ale hlavně duši kterou všemu eastwood vdechl veterán postupně odkryje i tu část duše kterou skrývá již od války hodnocení,positive,240479
nevím co mám psát tenhle film je opět zvrhlost ale tak geniální a v určitých scénách tak neodolatelně kýčovitá prostě bomba o hercích je škoda mluvit jen bych se zmínil že kyle maclachlan je hodně nedoceněný,positive,6247
velice dobře vyvážené horrorové drama které nepokulhává snad v žádném směru sice dosti přímočaré ale v rámci celkového děje skvěle vykreslující povahu a psychické vyšinutí sériového vraha kterého skvěle zahrál joe spinnell tvůrci nezasypávají diváka samoúčelně goreefekty ale pokud k některému dojde je to řemeslná práce v závěru filmu se již psychika vraha totálně rozpadá výborně je však ale vykreslen kontrast jak decentně a společensky se dokáže chovat pokud to situace vyžaduje návštěva fotografky v salónu maniak se povedl je to opravdu výborné dobře natočené hutné horrorové dílko,positive,6237
pod a mnohých jednoznačne najlepší diel to je diskutabilné pre mňa sú všetky vrátane podceňovanej štvorky na zhruba tej istej úrovni no konfrontácia s otcom určite dodala filmu neopakovate né čaro ktoré nemajú ostatné diely a alison doody je úplne dokonalá s femme fatale,positive,8641
tu to všetko začalo slávna vedecko fantastická sága patriaca neodmyslite ne k zlatému fondu kinematografie majstrovsky natočený boj sedemčlennej posádky s mimozemským monštrom je základom filmového vzdelania scott povzbudený úspechom svojho debutu súperi sa nezmieril s tým že má točiť iba če uste vo vesmíre otrepanú látku natočil sp sobom ktorý berie dych aj takmer štyri dekády po svojom uvedení strach z neznáma úžasná architektúra originálna práca s postavami ale hlavne neopakovate ná atmosféra v ktorej nem žte kričať pretože by vás aj tak nikto nepočul geniálna nadčasová a strhujúca ukážka žánrového filmu povýšeného na umenie,positive,8265
poznámka tento film je doslova na prd první scéna je porod jak ho neznáte pak už je jasné kam film směřuje je to něco nového co tu ještě nebylo vážně nechápu důvod proč tohle vytvořili výkony zde nejsou žádné kromě těch v břiše film je o ničem nemá co nabídnout to je vskutku hrozná blbost nejhorší je že i to prdění vám po chvíli poleze na nervy poznámka ta soutěž je unikátní ptákovina poznámka přemýšlím zda to je vůbec pro děti pro dospělé to není nedoporučuji hvězdiček,negative,10755
je to nejhorší simandlův film ne má smysl se na to dívat ne p spíš mě zaráží existence hned tří různých verzí česká dabovaná min německá dabovaná bathory gr fin der lust min anglická verze dle imdb min která se nedá vysvětlit různým počtem framů za sekundu nebo sestřihem jedničky a dvojky do jednoho filmu ale nemám sil koukat na to znovu,negative,240359
co se týče filmových triků určitě by se uplatnily v černobílých filmech ale takhle to vypadalo jako výpary z výfuku a duchové vypadali opravdu směšně bylo tam spousta nelogických prvků které jsem nechápal a i když jsem si to pustil podruhé u toho jsem pro změnu zase usnul o moc víc mi to nedalo hlavně scénky kdy se pět minut nemůže malik postavit na nohy a potom předvede parádní sprint za který by se nemusel stydět žádný atlet a zase se z ničeho svalí na zem a nechá se táhnout abych ale zase úplně nekritizoval celý film musím říct že některé postavy zemřely smrtí která se mi líbila rozpůlení atd,negative,221083
tak tu mame bezesporu spatny film takoveto pociny maji u me dve kategorie filmy u kterych se i tak pobavim na ukor bizarnich efektu a vtipnych dialogu a na filmy ktere jsou spatne natocene a este k tomu nudne tohle je ten druhy pripad,negative,42742
unikátní trilogie v rámci historie kinematografie započala zde asi nikdy nepochopím jak se jacksonovy podařilo na přelomu tisíciletí vytvořit středozem opravdu to působí jako jiný svět něco takového se nebude už nikdy opakovat příležitost to natočit najednou s tolika nadšenci do jednoho díla jednoho autora společenstvo je perfektní úvod který vypouští vše nadbytečné a umocňuje vše podstatné z předlohy jackson vede všechny herce ke perfektním výkonům vystavuje extrémně napjaté scény které s námi zůstali i léta po shlednutí navíc to je film který zraje jak víno a čím déle uběhlo a čím víckrát ho vudíte tím více jej doceníte všech devět společníků společenstva je výrazně charakterizováno a každého si zamilujete pro jejich specifické vlastnosti a momenty kdy zazáří prsten je možná ta nejzájímavější a nejděsivější postava celé trilogie neuvěřitelné jak tomuto předmětu vdechli život a jak ho divákovi prodali o tomto filmu by se dala napsat diplomová práce a pořád by to bylo málo mistrovské dílo,positive,4711
